time,roll,pitch
4.60,-8.47,-15.95
4.63,-8.32,-15.96
4.66,-8.16,-15.92
4.69,-8.00,-15.88
4.72,-7.87,-15.85
4.75,-7.75,-15.78
4.78,-7.59,-15.67
4.82,-7.50,-15.57
4.85,-7.40,-15.47
4.88,-7.30,-15.37
4.91,-7.22,-15.27
4.94,-7.15,-15.16
4.97,-7.07,-15.04
5.00,-6.97,-14.84
5.04,-6.89,-14.70
5.07,-6.78,-14.56
5.10,-6.63,-14.41
5.13,-6.45,-14.27
5.17,-6.18,-14.12
5.20,-5.96,-14.03
5.23,-5.71,-13.97
5.26,-5.43,-13.95
5.29,-5.13,-13.96
5.33,-4.68,-14.02
5.36,-4.32,-14.05
5.39,-3.98,-14.08
5.43,-3.59,-14.10
5.46,-3.31,-14.07
5.50,-3.02,-14.00
5.53,-2.92,-13.92
5.56,-2.86,-13.80
5.60,-2.91,-13.56
5.63,-3.01,-13.33
5.67,-3.21,-13.00
5.70,-3.35,-12.74
5.73,-3.47,-12.49
5.77,-3.59,-12.13
5.80,-3.65,-11.86
5.84,-3.68,-11.47
5.87,-3.64,-11.19
5.91,-3.58,-10.84
5.94,-3.51,-10.61
5.98,-3.38,-10.34
6.01,-3.27,-10.16
6.05,-3.14,-9.91
6.09,-3.04,-9.64
6.12,-2.99,-9.39
6.16,-2.94,-9.05
6.20,-2.90,-8.71
6.23,-2.90,-8.46
6.27,-2.87,-8.16
6.31,-2.84,-7.92
6.34,-2.84,-7.60
6.37,-2.86,-7.36
6.41,-2.90,-7.02
6.45,-2.94,-6.82
6.48,-2.93,-6.53
6.52,-2.88,-6.28
6.55,-2.81,-6.09
6.59,-2.72,-5.82
6.63,-2.68,-5.58
6.66,-2.64,-5.25
6.70,-2.65,-4.88
6.73,-2.67,-4.61
6.77,-2.74,-4.31
6.81,-2.77,-4.11
6.84,-2.73,-3.94
6.88,-2.64,-3.86
6.91,-2.45,-3.76
6.95,-2.23,-3.67
6.98,-1.84,-3.52
7.02,-1.51,-3.39
7.05,-1.14,-3.24
7.08,-0.95,-3.13
7.12,-0.88,-2.98
7.15,-0.95,-2.86
7.18,-1.03,-2.75
7.22,-1.13,-2.66
7.25,-1.16,-2.50
7.28,-1.06,-2.42
7.32,-0.71,-2.39
7.35,-0.41,-2.37
7.39,-0.14,-2.26
7.43,-0.11,-2.17
7.46,-0.22,-2.14
7.50,-0.28,-2.16
7.53,-0.24,-2.13
7.57,-0.01,-2.02
7.61,0.16,-1.96
7.64,0.21,-1.91
7.68,0.14,-1.92
7.72,0.12,-1.90
7.75,0.27,-1.84
7.79,0.35,-1.79
7.82,0.31,-1.80
7.86,0.29,-1.81
7.90,0.35,-1.75
7.93,0.42,-1.74
7.97,0.37,-1.74
8.00,0.36,-1.75
8.04,0.40,-1.72
8.07,0.40,-1.72
8.11,0.38,-1.72
8.14,0.41,-1.71
8.18,0.41,-1.71
8.22,0.39,-1.72
8.25,0.41,-1.70
8.29,0.42,-1.70
8.32,0.41,-1.71
8.36,0.42,-1.70
8.39,0.43,-1.70
8.43,0.42,-1.70
8.46,0.41,-1.70
8.50,0.42,-1.71
8.53,0.41,-1.71
8.57,0.41,-1.71
8.60,0.41,-1.72
8.64,0.41,-1.73
8.68,0.41,-1.73
8.71,0.40,-1.74
8.75,0.41,-1.74
8.78,0.41,-1.74
8.82,0.41,-1.74
8.85,0.41,-1.75
8.89,0.41,-1.75
8.92,0.42,-1.75
8.96,0.42,-1.75
8.99,0.42,-1.75
9.03,0.43,-1.75
9.06,0.43,-1.75
9.10,0.43,-1.76
9.13,0.44,-1.75
9.17,0.44,-1.76
9.21,0.43,-1.76
9.24,0.43,-1.76
9.28,0.44,-1.76
9.31,0.44,-1.77
9.35,0.44,-1.77
9.38,0.44,-1.77
9.42,0.44,-1.77
9.45,0.44,-1.77
9.49,0.45,-1.77
9.52,0.45,-1.77
9.56,0.45,-1.77
9.59,0.45,-1.77
9.63,0.45,-1.77
