time,roll,pitch
3.70,1.28,4.26
3.74,1.23,4.38
3.78,1.19,4.56
3.82,1.22,4.75
3.86,1.21,4.88
3.90,1.22,4.87
3.94,1.24,4.69
3.98,1.31,4.46
4.02,1.35,4.50
4.06,1.31,4.73
4.10,1.31,4.98
4.13,1.30,5.12
4.17,1.29,5.24
4.20,1.22,5.11
4.24,0.92,4.58
4.28,0.65,4.38
4.31,0.56,4.39
4.35,0.54,4.64
4.38,0.76,5.12
4.43,1.09,5.31
4.46,1.22,5.27
4.50,1.39,5.17
4.53,1.22,4.85
4.57,0.99,4.49
4.61,0.72,4.47
4.65,0.68,4.81
4.69,0.74,5.33
4.73,0.99,5.51
4.76,1.23,5.47
4.80,1.33,5.33
4.84,1.29,4.83
4.87,1.19,4.38
4.91,0.93,4.31
4.95,0.85,4.46
4.99,0.87,5.01
5.03,0.93,5.44
5.06,0.98,5.44
5.10,1.03,5.34
5.14,0.94,4.66
5.18,0.90,4.17
5.22,0.75,4.02
5.25,0.81,4.30
5.29,0.94,4.97
5.33,0.99,5.53
5.37,1.01,5.68
5.40,1.05,5.47
5.44,0.91,4.59
5.48,0.91,3.93
5.52,0.81,3.76
5.55,0.88,4.14
5.59,0.94,4.94
5.63,1.04,5.30
5.67,1.19,4.95
5.71,1.25,4.52
5.74,1.25,3.46
5.78,1.29,2.96
5.82,1.25,3.14
5.86,1.21,3.67
5.90,1.06,4.62
5.94,1.01,4.87
5.98,1.03,4.59
6.02,1.04,4.08
6.06,1.13,3.30
6.09,1.16,3.03
6.13,1.19,3.05
6.17,1.18,3.47
6.21,1.16,3.87
6.25,1.15,3.85
6.29,1.17,3.58
6.33,1.22,3.30
6.36,1.27,3.05
6.40,1.27,3.01
6.44,1.27,2.97
6.48,1.24,2.98
6.51,1.20,3.02
6.55,1.18,3.01
6.59,1.18,2.96
6.63,1.20,2.88
6.66,1.22,2.82
6.70,1.23,2.81
6.74,1.25,2.82
6.78,1.29,2.84
6.82,1.29,2.77
6.85,1.27,2.66
6.89,1.25,2.56
6.93,1.24,2.44
6.97,1.24,2.35
7.00,1.22,2.28
7.04,1.22,2.20
7.08,1.22,2.21
7.12,1.22,2.22
7.16,1.21,2.23
7.19,1.23,2.12
7.23,1.25,1.99
7.27,1.27,1.89
7.31,1.27,1.78
7.35,1.28,1.78
7.38,1.29,1.81
7.42,1.30,1.81
7.46,1.28,1.71
7.49,1.23,1.60
7.53,1.21,1.46
7.57,1.22,1.29
7.61,1.22,1.21
7.66,1.19,1.22
7.70,1.18,1.20
7.74,1.17,1.00
7.78,1.19,0.79
7.82,1.21,0.59
7.86,1.23,0.57
7.91,1.22,0.72
7.95,1.22,0.53
7.99,1.20,0.28
8.03,1.17,-0.04
8.07,1.17,-0.30
8.11,1.16,-0.43
8.15,1.21,-0.26
8.20,1.28,-0.01
8.24,1.33,-0.20
8.28,1.35,-0.60
8.32,1.25,-0.95
8.36,1.16,-1.15
8.40,1.08,-1.03
8.45,0.99,-0.83
8.49,0.89,-0.65
8.53,0.78,-0.77
8.57,0.72,-0.96
8.61,0.71,-1.10
8.65,0.63,-1.26
8.69,0.63,-1.32
8.73,0.68,-1.28
8.77,0.82,-1.15
8.81,0.95,-1.06
8.85,0.93,-1.10
8.90,0.89,-1.14
8.94,0.89,-1.15
8.98,0.93,-1.12
9.02,0.94,-1.10
9.06,0.92,-1.14
9.10,0.89,-1.18
9.14,0.89,-1.20
9.19,0.82,-1.22
