0.077,2.267,0.105,2.834,0.131,0.000,0.000,0.000000
0.204,2.279,0.113,2.849,0.142,0.000,0.000,0.000000
0.242,2.277,0.115,2.846,0.143,0.000,0.000,0.000000
0.280,1.979,0.033,2.473,0.042,0.000,0.000,0.000000
0.315,2.398,0.181,2.998,0.226,0.000,0.000,0.000000
0.352,2.248,0.141,2.810,0.177,0.000,0.000,0.000000
0.390,2.258,0.160,2.823,0.200,0.000,0.000,0.000000
0.426,2.255,0.164,2.819,0.205,0.000,0.000,0.000000
0.464,2.251,0.184,2.814,0.229,0.000,0.000,0.000000
0.497,2.273,0.189,2.841,0.237,0.000,0.000,0.000000
0.530,2.218,0.202,2.773,0.252,0.000,0.000,0.000000
0.559,2.271,0.205,2.839,0.257,0.000,0.000,0.000000
0.588,2.227,0.223,2.784,0.278,0.000,0.000,0.000000
0.615,2.272,0.233,2.840,0.291,0.000,0.000,0.000000
0.642,2.280,0.236,2.851,0.295,0.000,0.000,0.000000
0.669,2.209,0.243,2.761,0.304,0.000,0.000,0.000000
0.696,2.262,0.253,2.827,0.317,0.000,0.000,0.000000
0.723,2.256,0.257,2.820,0.321,0.000,0.000,0.000000
0.751,2.217,0.264,2.772,0.330,0.000,0.000,0.000000
0.778,2.268,0.278,2.836,0.348,0.000,0.000,0.000000
0.805,2.218,0.278,2.772,0.348,0.000,0.000,0.000000
0.833,2.231,0.289,2.789,0.361,0.000,0.000,0.000000
0.860,2.252,0.295,2.815,0.368,0.000,0.000,0.000000
0.887,2.204,0.304,2.755,0.380,0.000,0.000,0.000000
1.238,2.192,0.367,2.740,0.459,0.000,0.000,0.000000
1.279,2.203,0.386,2.753,0.483,0.000,0.000,0.000000
1.305,2.188,0.392,2.735,0.489,0.000,0.000,0.000000
1.331,2.119,0.393,2.649,0.491,0.000,0.000,0.000000
1.357,2.174,0.390,2.718,0.487,0.000,0.000,0.000000
1.382,2.204,0.408,2.755,0.510,0.000,0.000,0.000000
1.408,2.162,0.403,2.703,0.504,0.000,0.000,0.000000
1.433,2.176,0.413,2.720,0.517,0.000,0.000,0.000000
1.459,2.183,0.420,2.728,0.525,0.000,0.000,0.000000
1.484,2.161,0.414,2.702,0.517,0.000,0.000,0.000000
1.510,2.183,0.420,2.728,0.525,0.000,0.000,0.000000
1.536,2.175,0.424,2.718,0.531,0.000,0.000,0.000000
1.562,2.177,0.423,2.721,0.529,0.000,0.000,0.000000
1.587,2.186,0.426,2.732,0.532,0.000,0.000,0.000000
1.613,2.159,0.423,2.698,0.528,0.000,0.000,0.000000
1.639,2.177,0.423,2.721,0.529,0.000,0.000,0.000000
1.665,2.171,0.426,2.714,0.533,0.000,0.000,0.000000
1.691,2.169,0.428,2.711,0.534,0.000,0.000,0.000000
1.722,2.181,0.431,2.727,0.539,0.000,0.000,0.000000
1.754,2.160,0.425,2.700,0.531,0.000,0.000,0.000000
1.785,2.166,0.436,2.708,0.545,0.000,0.000,0.000000
1.821,2.167,0.431,2.709,0.539,0.000,0.000,0.000000
1.859,2.167,0.431,2.709,0.539,0.000,0.000,0.000000
1.896,2.184,0.430,2.730,0.537,0.000,0.000,0.000000
1.935,2.149,0.431,2.686,0.539,0.000,0.000,0.000000
1.973,2.172,0.436,2.715,0.545,0.000,0.000,0.000000
2.012,2.161,0.428,2.701,0.534,0.000,0.000,0.000000
2.043,2.178,0.433,2.723,0.541,0.000,0.000,0.000000
2.073,2.148,0.424,2.685,0.530,0.000,0.000,0.000000
2.100,2.196,0.433,2.745,0.541,0.000,0.000,0.000000
2.127,2.195,0.426,2.744,0.532,0.000,0.000,0.000000
2.155,2.148,0.424,2.685,0.530,0.000,0.000,0.000000
2.182,2.172,0.421,2.715,0.527,0.000,0.000,0.000000
2.208,2.153,0.414,2.691,0.517,0.000,0.000,0.000000
2.235,2.162,0.416,2.702,0.521,0.000,0.000,0.000000
2.262,2.180,0.417,2.725,0.521,0.000,0.000,0.000000
2.289,2.150,0.408,2.687,0.510,0.000,0.000,0.000000
2.316,2.164,0.408,2.705,0.510,0.000,0.000,0.000000
2.343,2.172,0.403,2.715,0.504,0.000,0.000,0.000000
2.370,2.160,0.400,2.700,0.500,0.000,0.000,0.000000
2.397,2.175,0.401,2.719,0.502,0.000,0.000,0.000000
2.423,2.165,0.397,2.707,0.496,0.000,0.000,0.000000
2.452,2.170,0.405,2.712,0.506,0.000,0.000,0.000000
2.483,2.175,0.401,2.719,0.502,0.000,0.000,0.000000
2.514,2.165,0.397,2.707,0.496,0.000,0.000,0.000000
2.547,2.176,0.398,2.720,0.497,0.000,0.000,0.000000
2.586,2.179,0.389,2.724,0.486,0.000,0.000,0.000000
2.622,2.181,0.388,2.727,0.484,0.000,0.000,0.000000
2.660,2.170,0.386,2.713,0.483,0.000,0.000,0.000000
2.695,2.180,0.378,2.725,0.472,0.000,0.000,0.000000
2.731,2.175,0.376,2.719,0.470,0.000,0.000,0.000000
2.761,2.181,0.373,2.726,0.466,0.000,0.000,0.000000
2.793,2.167,0.363,2.709,0.453,0.000,0.000,0.000000
2.818,2.162,0.366,2.702,0.457,0.000,0.000,0.000000
2.844,2.181,0.355,2.726,0.444,0.000,0.000,0.000000
2.869,2.190,0.353,2.738,0.441,0.000,0.000,0.000000
2.894,2.172,0.352,2.715,0.441,0.000,0.000,0.000000
2.919,2.154,0.352,2.693,0.440,0.000,0.000,0.000000
2.945,2.184,0.346,2.729,0.433,0.000,0.000,0.000000
2.969,2.160,0.349,2.700,0.436,0.000,0.000,0.000000
2.994,2.168,0.345,2.710,0.431,0.000,0.000,0.000000
3.020,2.184,0.346,2.729,0.433,0.000,0.000,0.000000
3.045,2.162,0.340,2.703,0.425,0.000,0.000,0.000000
